id,player_name
3207,JoseLopez
3301,JoshWillingham
3086,JonKnott
2134,GabeGross
5496,TimOlson
63,Abraham M.Nunez
3889,MannyAlexander
3882,MaicerIzturis
1187,ChrisShelton
4036,MattGinter
1103,ChooFreeman
5894,WilsonValdez
5769,ValentinoPascucci
4092,MattTreanor
884,ByronGettis
2989,JoeyGathright
1001,CaseyKotchman
1561,DaveKrynzel
2247,GregDobbs
3363,JuanBrito
916,CalvinMurray
4603,PaulPhillips
3723,LarrySutton
1267,CodyMcKay
5307,SimonPond
4591,PaulByrd
2276,GuillermoQuiroz
325,AndyGreen
3318,JoséBautista
4821,RickAnkiel
5151,ScottDohmann
5895,WiltonGuerrero
2125,FreddyGuzman
2935,JoeHorgan
1823,EarlSnyder
595,BradHennessey
5001,RyanChurch
696,BrendanHarris
1493,DannyArdoin
335,AndyTracy
3819,LuisLopez
1731,DonnieMurphy
4643,PeterBergeron
3947,MarkLittle
3259,JoshKroeger
2834,JerryGil
5891,WilsonBetemit
1533,DarnellMcDonald
5768,ValMajewski
1016,CesarCrespo
1964,EricMilton
5054,RyanRaburn
4588,PaulAbbott
2630,JasonAlfaro
322,AndyDominique
996,CaseyDaigle
2941,JoeKennedy
4028,MattErickson
773,BrianFalkenborg
3856,LukeHudson
1113,ChrisBurke
479,BenHendrickson
5621,TravisSmith
2632,JasonBartlett
1567,DaveWilliams
1987,ErikBedard
5756,TylerYates
1115,ChrisCarpenter
951,CarlosHernández
2590,JameyWright
4278,MikeGosling
4334,MikeTonis
2343,HomerBush
5200,SeanBurnett
1568,DavidAardsma
4245,MikeAdams
3077,JonAdkins
934,CarlosAlmanzar
2242,GregAquino
821,BronsonArroyo
2565,JamesBaldwin
2234,GrantBalfour
1241,CliffBartosh
2300,HeathBell
4842,RigoBeltran
2747,JeffBennett
5938,YhencyBrazoban
1742,DougBrocail
2095,FrankBrooks
761,BrianBruney
1557,DaveBush
1461,DanielCabrera
983,CarmenCali
5275,ShawnCamp
3188,JoseCapellan
4734,RandyChoate
5799,VinnieChulk
4920,RomanColon
765,BrianCooper
2884,JimCrowell
3163,JorgeDe La Rosa
3734,LennyDiNardo
2047,FelixDiaz
1365,CraigDingman
1946,EricDuBose
3425,JustinDuchscherer
1029,ChadDurbin
5157,ScottErickson
