year,index,player_url,TEAM,LEAGUE,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,PA,HBP,SAC,SF,GIDP,GO,GO/AO,TB,IBB,BABIP,AB/HR
2022,25,,Tampa Bay Rays,AL,162,5412,666,1294,296,17,139,634,500,1395,95,37,0.239,0.309,0.377,0.686,6008,57,7,31,93,1346,0.95,2041,13,0.295,38.94
2022,26,,Kansas City Royals,AL,162,5437,640,1327,247,38,138,613,460,1287,104,34,0.244,0.306,0.38,0.686,6010,48,20,44,101,1343,0.87,2064,7,0.293,39.4
2022,27,,Oakland Athletics,AL,162,5314,568,1147,249,15,137,537,433,1389,78,23,0.216,0.281,0.346,0.627,5863,59,22,33,109,1439,1.03,1837,7,0.264,38.79
2022,28,,Washington Nationals,NL,162,5434,603,1351,252,20,136,579,442,1221,75,31,0.249,0.31,0.377,0.687,5998,60,20,37,141,1550,1.13,2051,12,0.295,39.96
2022,29,,Cleveland Guardians,AL,162,5558,698,1410,273,31,127,662,450,1122,119,27,0.254,0.316,0.383,0.699,6163,81,22,52,115,1502,0.94,2126,36,0.294,43.76
2022,30,,Detroit Tigers,AL,162,5378,557,1240,235,27,110,530,380,1413,47,24,0.231,0.286,0.346,0.632,5870,58,10,44,108,1384,0.99,1859,8,0.29,48.89
2023,1,,Atlanta Braves,NL,162,5597,947,1543,293,23,307,916,538,1289,132,27,0.276,0.344,0.501,0.845,6249,67,2,43,128,1396,0.99,2803,20,0.306,18.23
2023,2,,Los Angeles Dodgers,NL,162,5524,906,1422,303,20,249,877,644,1359,105,25,0.257,0.34,0.455,0.795,6333,85,5,69,98,1254,0.8,2512,29,0.294,22.18
2023,3,,Minnesota Twins,AL,162,5489,778,1336,264,24,233,745,594,1654,86,18,0.243,0.326,0.428,0.754,6219,92,12,32,119,1172,0.85,2347,13,0.304,23.56
2023,3,,Texas Rangers,AL,162,5595,881,1470,326,18,233,845,599,1416,79,19,0.263,0.337,0.452,0.789,6306,53,10,47,103,1249,0.82,2531,17,0.31,24.01
2023,5,,Los Angeles Angels,AL,162,5489,739,1346,248,26,231,708,518,1524,72,31,0.245,0.317,0.426,0.743,6145,79,8,46,117,1260,0.89,2339,27,0.295,23.76
2023,6,,Tampa Bay Rays,AL,162,5511,860,1432,282,24,230,827,514,1420,160,41,0.26,0.331,0.445,0.776,6164,95,6,38,110,1319,0.95,2452,7,0.308,23.96
2023,7,,Houston Astros,AL,162,5567,827,1441,280,22,222,799,550,1241,107,32,0.259,0.331,0.437,0.768,6253,72,14,40,123,1387,0.89,2431,17,0.294,25.08
2023,8,,Philadelphia Phillies,NL,162,5541,796,1417,291,29,220,771,539,1481,141,26,0.256,0.327,0.438,0.765,6207,69,13,42,110,1298,0.93,2426,22,0.308,25.19
2023,9,,New York Yankees,AL,162,5323,673,1207,221,15,219,650,557,1427,100,30,0.227,0.304,0.397,0.701,5973,47,9,36,119,1336,0.96,2115,18,0.266,24.31
2023,10,,New York Mets,NL,162,5363,717,1276,221,21,215,692,525,1331,118,15,0.238,0.316,0.407,0.723,6056,107,19,38,105,1354,0.93,2184,11,0.275,24.94
2023,11,,Seattle Mariners,AL,162,5500,758,1332,283,12,210,728,548,1603,118,30,0.242,0.321,0.413,0.734,6201,111,4,37,95,1175,0.82,2269,14,0.301,26.19
2023,12,,St. Louis Cardinals,NL,162,5510,719,1376,264,12,209,697,570,1326,101,29,0.25,0.326,0.416,0.742,6204,70,13,37,122,1384,0.94,2291,17,0.291,26.36
2023,13,,San Diego Padres,NL,162,5401,752,1316,273,14,205,719,653,1311,137,32,0.244,0.329,0.413,0.742,6180,57,22,44,134,1342,0.9,2232,16,0.283,26.35
2023,14,,Cincinnati Reds,NL,162,5499,783,1371,268,37,198,747,556,1500,190,48,0.249,0.327,0.42,0.747,6195,92,19,29,101,1303,0.95,2307,8,0.306,27.77
2023,15,,Chicago Cubs,NL,162,5504,819,1399,269,30,196,786,570,1391,140,34,0.254,0.33,0.421,0.751,6220,77,15,52,95,1365,0.96,2316,11,0.303,28.08
2023,16,,Toronto Blue Jays,AL,162,5562,746,1423,292,19,188,705,550,1303,99,34,0.256,0.329,0.417,0.746,6220,69,4,32,129,1346,0.88,2317,14,0.301,29.58
2023,17,,Baltimore Orioles,AL,162,5495,807,1399,309,28,183,780,512,1370,114,24,0.255,0.321,0.421,0.742,6123,45,21,47,114,1318,0.89,2313,14,0.305,30.03
2023,18,,Boston Red Sox,AL,162,5562,772,1437,339,19,182,734,486,1372,112,26,0.258,0.324,0.424,0.748,6174,71,11,35,118,1371,0.96,2360,15,0.31,30.56
2023,19,,San Francisco Giants,NL,162,5412,674,1271,256,13,174,651,544,1492,57,16,0.235,0.312,0.383,0.695,6095,81,17,39,116,1304,0.93,2075,19,0.29,31.1
2023,20,,Chicago White Sox,AL,162,5501,641,1308,264,13,171,617,377,1424,86,22,0.238,0.291,0.384,0.675,5980,52,16,29,122,1466,1.09,2111,19,0.289,32.17
2023,20,,Oakland Athletics,AL,162,5311,585,1187,225,21,171,563,498,1496,149,31,0.223,0.298,0.37,0.668,5966,85,28,36,125,1324,0.97,1967,12,0.276,31.06
2023,22,,Arizona Diamondbacks,NL,162,5436,746,1359,274,44,166,706,540,1247,166,26,0.25,0.322,0.408,0.73,6124,58,36,50,121,1479,1.03,2219,11,0.293,32.75
2023,22,,Miami Marlins,NL,162,5497,666,1423,258,23,166,633,430,1287,86,21,0.259,0.316,0.405,0.721,6043,50,22,38,159,1503,1.12,2225,23,0.308,33.11
2023,24,,Detroit Tigers,AL,162,5478,661,1292,245,29,165,635,508,1473,85,23,0.236,0.305,0.382,0.687,6080,49,13,31,107,1328,0.93,2090,10,0.291,33.2
2023,24,,Milwaukee Brewers,NL,162,5386,728,1290,257,16,165,696,591,1412,129,28,0.24,0.319,0.385,0.704,6084,58,7,39,144,1383,1.03,2074,15,0.292,32.64
2023,26,,Colorado Rockies,NL,162,5496,721,1368,305,31,163,685,447,1543,76,25,0.249,0.31,0.405,0.715,6055,59,11,41,124,1292,0.96,2224,8,0.315,33.72
2023,26,,Kansas City Royals,AL,162,5428,676,1325,258,43,163,651,411,1396,163,47,0.244,0.303,0.398,0.701,5985,71,14,58,96,1270,0.84,2158,12,0.296,33.3
2023,28,,Pittsburgh Pirates,NL,162,5406,692,1293,287,31,159,662,556,1464,117,41,0.239,0.315,0.392,0.707,6089,58,25,43,92,1360,1.0,2119,9,0.296,34.0
2023,29,,Washington Nationals,NL,162,5522,700,1401,279,26,151,665,423,1149,127,29,0.254,0.314,0.396,0.71,6085,78,20,38,112,1515,1.0,2185,6,0.293,36.57
2023,30,,Cleveland Guardians,AL,162,5513,662,1379,294,29,124,622,471,1142,151,36,0.25,0.313,0.381,0.694,6096,55,13,44,108,1496,0.96,2103,40,0.292,44.46
