year,index,player_url,TEAM,LEAGUE,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,PA,HBP,SAC,SF,GIDP,GO,GO/AO,TB,IBB,BABIP,AB/HR
2012,23,,Miami Marlins,NL,162,5437,609,1327,261,39,137,576,484,1228,149,41,0.244,0.308,0.382,0.69,6057,35,60,40,114,1548,1.08,2077,46,0.289,39.69
2012,25,,Cleveland Indians,AL,162,5525,667,1385,266,24,136,635,555,1087,110,44,0.251,0.324,0.381,0.705,6195,59,17,39,141,1653,1.14,2107,28,0.288,40.62
2012,26,,Kansas City Royals,AL,162,5636,676,1492,295,37,131,643,404,1032,132,38,0.265,0.317,0.4,0.717,6149,42,26,41,130,1687,1.13,2254,35,0.302,43.02
2012,26,,Minnesota Twins,AL,162,5562,701,1448,270,30,131,666,505,1069,135,37,0.26,0.325,0.39,0.715,6209,53,33,56,149,1736,1.24,2171,28,0.298,42.46
2012,28,,San Diego Padres,NL,162,5422,651,1339,272,43,121,610,539,1238,155,46,0.247,0.319,0.38,0.699,6112,54,63,34,100,1644,1.27,2060,36,0.297,44.81
2012,29,,Los Angeles Dodgers,NL,162,5438,637,1369,269,23,116,607,481,1156,104,44,0.252,0.317,0.374,0.691,6091,52,82,38,139,1640,1.18,2032,49,0.298,46.88
2012,30,,San Francisco Giants,NL,162,5558,718,1495,287,57,103,675,483,1097,118,39,0.269,0.327,0.397,0.724,6200,29,69,61,114,1681,1.19,2205,44,0.315,53.96
2013,1,,Baltimore Orioles,AL,162,5620,745,1460,298,14,212,719,416,1125,79,29,0.26,0.313,0.431,0.744,6144,36,27,45,105,1550,1.0,2422,36,0.288,26.51
2013,2,,Seattle Mariners,AL,162,5558,624,1318,249,17,188,597,529,1353,49,23,0.237,0.306,0.39,0.696,6172,31,26,28,122,1444,0.96,2165,21,0.279,29.56
2013,3,,Oakland Athletics,AL,162,5521,767,1403,301,25,186,725,573,1178,74,28,0.254,0.327,0.419,0.746,6209,45,21,49,108,1280,0.74,2312,29,0.289,29.68
2013,4,,Toronto Blue Jays,AL,162,5537,712,1398,273,24,185,669,510,1123,112,41,0.252,0.318,0.411,0.729,6152,38,29,38,133,1568,1.03,2274,19,0.284,29.93
2013,5,,Atlanta Braves,NL,162,5441,688,1354,247,21,181,656,542,1384,64,31,0.249,0.321,0.402,0.723,6133,55,58,35,119,1450,1.08,2186,36,0.3,30.06
2013,6,,Boston Red Sox,AL,162,5651,853,1566,363,29,178,819,581,1308,123,19,0.277,0.349,0.446,0.795,6382,72,24,50,137,1397,0.96,2521,51,0.329,31.75
2013,7,,Detroit Tigers,AL,162,5735,796,1625,292,23,176,767,531,1073,35,20,0.283,0.346,0.434,0.78,6388,43,32,47,146,1582,1.03,2491,40,0.32,32.58
2013,7,,Texas Rangers,AL,163,5585,730,1465,262,23,176,691,462,1067,149,46,0.262,0.323,0.412,0.735,6196,61,45,42,124,1605,1.05,2301,26,0.294,31.73
2013,9,,Chicago Cubs,NL,162,5498,602,1307,297,18,172,576,439,1230,63,32,0.238,0.3,0.392,0.692,6079,67,43,30,120,1547,1.04,2156,28,0.275,31.96
2013,10,,Cleveland Indians,AL,162,5465,745,1391,290,23,171,711,562,1283,117,36,0.255,0.327,0.41,0.737,6165,51,31,56,106,1466,1.04,2240,19,0.3,31.96
2013,11,,Tampa Bay Rays,AL,163,5538,700,1421,296,23,165,670,589,1171,73,38,0.257,0.329,0.408,0.737,6242,36,24,55,140,1532,1.03,2258,31,0.295,33.56
2013,12,,Los Angeles Angels,AL,162,5588,733,1476,270,39,164,696,523,1221,82,34,0.264,0.329,0.414,0.743,6260,48,37,64,150,1577,1.11,2316,40,0.307,34.07
2013,13,,Pittsburgh Pirates,NL,162,5486,634,1346,273,35,161,603,469,1330,94,42,0.245,0.313,0.396,0.709,6135,88,62,29,120,1545,1.14,2172,41,0.294,34.08
2013,13,,Washington Nationals,NL,162,5436,656,1365,259,27,161,621,464,1192,88,28,0.251,0.313,0.398,0.711,6047,40,68,39,115,1588,1.14,2161,35,0.292,33.76
2013,15,,Colorado Rockies,NL,162,5599,706,1511,283,36,159,673,427,1204,112,32,0.27,0.323,0.418,0.741,6152,26,65,35,111,1613,1.18,2343,26,0.317,35.21
2013,16,,Milwaukee Brewers,NL,162,5474,640,1381,238,43,157,610,407,1183,142,50,0.252,0.311,0.398,0.709,6064,71,77,35,116,1645,1.19,2176,22,0.294,34.87
2013,17,,Cincinnati Reds,NL,162,5499,698,1370,274,20,155,664,585,1245,67,35,0.249,0.327,0.391,0.718,6293,76,85,46,129,1625,1.17,2149,65,0.293,35.48
2013,18,,Minnesota Twins,AL,162,5564,614,1346,285,15,151,590,533,1430,52,33,0.242,0.312,0.38,0.692,6212,52,29,32,103,1427,1.0,2114,20,0.298,36.85
2013,19,,Chicago White Sox,AL,162,5563,598,1385,237,19,148,574,411,1207,105,42,0.249,0.302,0.378,0.68,6077,34,19,48,124,1428,0.89,2104,23,0.291,37.59
2013,19,,Houston Astros,AL,162,5457,610,1307,266,16,148,566,426,1535,110,61,0.24,0.299,0.375,0.674,6020,52,46,38,110,1458,1.17,2049,17,0.304,36.87
2013,21,,San Diego Padres,NL,162,5517,618,1349,246,26,146,578,467,1309,118,34,0.245,0.308,0.378,0.686,6122,52,52,34,99,1615,1.21,2085,36,0.294,37.79
2013,22,,New York Yankees,AL,162,5449,650,1321,247,24,144,614,466,1214,115,31,0.242,0.307,0.376,0.683,6045,57,36,36,121,1497,1.0,2048,33,0.285,37.84
2013,23,,Philadelphia Phillies,NL,162,5456,610,1355,255,32,140,578,417,1205,73,29,0.248,0.306,0.384,0.69,6014,53,57,31,131,1575,1.12,2094,41,0.293,38.97
2013,24,,Los Angeles Dodgers,NL,162,5491,649,1447,281,17,138,618,476,1146,78,28,0.264,0.326,0.396,0.722,6145,57,71,48,130,1526,1.02,2176,45,0.308,39.79
2013,25,,Arizona Diamondbacks,NL,162,5676,685,1468,302,31,130,647,519,1142,62,41,0.259,0.323,0.391,0.714,6334,43,50,43,160,1727,1.21,2222,51,0.301,43.66
2013,25,,New York Mets,NL,162,5559,619,1318,263,32,130,593,512,1384,114,35,0.237,0.306,0.366,0.672,6207,51,53,32,106,1485,1.02,2035,40,0.291,42.76
2013,27,,St. Louis Cardinals,NL,162,5557,783,1494,322,20,125,745,481,1110,45,22,0.269,0.332,0.401,0.733,6202,64,56,44,154,1620,1.13,2231,38,0.314,44.46
2013,28,,Kansas City Royals,AL,162,5549,648,1443,254,34,112,620,422,1048,153,32,0.26,0.315,0.379,0.694,6093,42,37,42,131,1661,1.13,2101,38,0.3,49.54
2013,29,,San Francisco Giants,NL,162,5552,629,1446,280,35,107,596,469,1078,67,26,0.26,0.32,0.381,0.701,6168,39,66,42,131,1665,1.13,2117,40,0.304,51.89
2013,30,,Miami Marlins,NL,162,5449,513,1257,219,31,95,485,432,1232,78,29,0.231,0.293,0.335,0.628,6021,56,57,26,131,1698,1.26,1823,31,0.28,57.36
2014,1,,Baltimore Orioles,AL,162,5596,705,1434,264,16,211,681,401,1285,44,20,0.256,0.311,0.422,0.733,6130,62,35,36,112,1473,1.0,2363,29,0.296,26.52
2014,2,,Colorado Rockies,NL,162,5612,755,1551,307,41,186,721,397,1281,85,48,0.276,0.327,0.445,0.772,6164,48,59,48,121,1548,1.16,2498,39,0.326,30.17
2014,3,,Toronto Blue Jays,AL,162,5549,723,1435,282,24,177,690,502,1151,78,21,0.259,0.323,0.414,0.737,6167,41,35,40,128,1539,1.03,2296,27,0.295,31.35
2014,4,,Houston Astros,AL,162,5447,629,1317,240,19,163,596,495,1442,122,37,0.242,0.309,0.383,0.692,6055,55,22,36,122,1348,0.96,2084,27,0.298,33.42
2014,5,,Chicago Cubs,NL,162,5508,614,1315,270,31,157,590,442,1477,65,40,0.239,0.3,0.385,0.685,6102,54,57,41,94,1404,1.0,2118,29,0.296,35.08
2014,6,,Pittsburgh Pirates,NL,162,5536,682,1436,275,30,156,659,520,1244,104,47,0.259,0.33,0.404,0.734,6224,78,54,35,127,1519,1.07,2239,46,0.307,35.49
2014,7,,Chicago White Sox,AL,162,5543,660,1400,279,32,155,625,417,1362,85,36,0.253,0.31,0.398,0.708,6077,60,19,38,127,1503,1.13,2208,33,0.306,35.76
2014,7,,Detroit Tigers,AL,162,5630,757,1557,325,26,155,731,443,1144,106,41,0.277,0.331,0.426,0.757,6202,44,24,61,137,1462,0.94,2399,51,0.319,36.32
2014,7,,Los Angeles Angels,AL,162,5652,773,1464,304,31,155,729,492,1266,81,39,0.259,0.322,0.406,0.728,6285,60,26,54,112,1564,1.09,2295,42,0.305,36.46
2014,10,,Washington Nationals,NL,162,5542,686,1403,265,27,152,635,517,1304,101,23,0.253,0.321,0.393,0.714,6216,56,60,41,115,1537,1.1,2178,29,0.303,36.46
2014,11,,Milwaukee Brewers,NL,162,5462,650,1366,297,28,150,617,423,1197,102,43,0.25,0.311,0.397,0.708,6065,73,70,37,135,1547,1.06,2169,32,0.293,36.41
2014,12,,New York Yankees,AL,162,5497,633,1349,247,26,147,591,452,1133,112,26,0.245,0.307,0.38,0.687,6082,56,29,47,111,1541,0.99,2089,16,0.282,37.4
2014,13,,Oakland Athletics,AL,162,5545,729,1354,253,33,146,686,586,1104,83,20,0.244,0.32,0.381,0.701,6245,49,19,43,118,1358,0.76,2111,34,0.278,37.98
2014,14,,Cleveland Indians,AL,162,5575,669,1411,284,23,142,644,504,1189,104,27,0.253,0.317,0.389,0.706,6222,42,51,49,126,1538,1.0,2167,24,0.296,39.26
2014,15,,Seattle Mariners,AL,162,5450,634,1328,247,32,136,600,396,1232,96,42,0.244,0.3,0.376,0.676,5977,60,35,34,112,1514,1.05,2047,33,0.29,40.07
2014,16,,Los Angeles Dodgers,NL,162,5560,718,1476,302,38,134,686,519,1246,138,50,0.265,0.333,0.406,0.739,6231,61,47,43,119,1632,1.26,2256,30,0.318,41.49
2014,17,,San Francisco Giants,NL,162,5523,665,1407,257,42,132,636,427,1245,56,27,0.255,0.311,0.388,0.699,6087,43,45,49,113,1496,1.02,2144,37,0.304,41.84
2014,18,,Cincinnati Reds,NL,162,5395,595,1282,254,20,131,562,415,1252,122,52,0.238,0.296,0.365,0.661,5978,52,76,37,88,1522,1.05,1969,22,0.284,41.18
2014,19,,Minnesota Twins,AL,162,5567,715,1412,316,27,128,675,544,1329,99,36,0.254,0.324,0.389,0.713,6233,53,25,44,97,1446,1.0,2166,29,0.309,43.49
2014,20,,New York Mets,NL,162,5472,629,1306,275,19,125,602,516,1264,101,34,0.239,0.308,0.364,0.672,6145,54,59,44,112,1465,0.95,1994,42,0.286,43.78
2014,20,,Philadelphia Phillies,NL,162,5603,619,1356,251,27,125,584,443,1306,109,26,0.242,0.302,0.363,0.665,6198,55,59,37,94,1635,1.17,2036,42,0.292,44.82
2014,22,,Atlanta Braves,NL,162,5468,573,1316,240,22,123,545,472,1369,95,33,0.241,0.305,0.36,0.665,6064,43,53,27,121,1520,1.13,1969,31,0.298,44.46
2014,22,,Boston Red Sox,AL,162,5551,634,1355,282,20,123,601,535,1337,63,25,0.244,0.316,0.369,0.685,6226,68,20,52,138,1481,1.02,2046,36,0.297,45.13
2014,24,,Miami Marlins,NL,162,5538,645,1399,254,36,122,614,501,1419,58,21,0.253,0.317,0.378,0.695,6185,35,71,39,143,1592,1.29,2091,49,0.316,45.39
2014,25,,Arizona Diamondbacks,NL,162,5552,615,1379,259,47,118,573,398,1165,86,33,0.248,0.302,0.376,0.678,6089,43,56,36,115,1683,1.19,2086,31,0.293,47.05
2014,26,,Tampa Bay Rays,AL,162,5516,612,1361,263,24,117,586,527,1124,63,27,0.247,0.317,0.367,0.684,6205,66,43,53,135,1609,1.06,2023,31,0.287,47.14
2014,27,,Texas Rangers,AL,162,5460,637,1400,260,28,111,597,417,1162,105,59,0.256,0.314,0.375,0.689,6026,61,41,45,148,1618,1.18,2049,37,0.305,49.19
2014,28,,San Diego Padres,NL,162,5294,535,1199,224,30,109,500,468,1294,91,34,0.226,0.292,0.342,0.634,5905,41,56,45,118,1618,1.26,1810,27,0.277,48.57
2014,29,,St. Louis Cardinals,NL,162,5426,619,1371,275,21,105,585,471,1133,57,32,0.253,0.32,0.369,0.689,6086,86,64,39,140,1611,1.14,2003,28,0.3,51.68
2014,30,,Kansas City Royals,AL,162,5545,651,1456,286,29,95,604,380,985,153,36,0.263,0.314,0.376,0.69,6058,53,33,47,131,1680,1.12,2085,22,0.302,58.37
2015,1,,Toronto Blue Jays,AL,162,5509,891,1480,308,17,232,852,570,1151,88,23,0.269,0.34,0.457,0.797,6232,54,36,62,140,1582,1.13,2518,12,0.298,23.75
2015,2,,Houston Astros,AL,162,5459,729,1363,278,26,230,691,486,1392,121,48,0.25,0.315,0.437,0.752,6073,56,28,43,102,1337,0.93,2383,22,0.292,23.74
2015,3,,Baltimore Orioles,AL,162,5485,713,1370,246,20,217,686,418,1331,44,25,0.25,0.307,0.421,0.728,6007,51,20,32,127,1434,1.02,2307,23,0.291,25.28
2015,4,,New York Yankees,AL,162,5567,764,1397,272,19,212,737,554,1227,63,25,0.251,0.323,0.421,0.744,6268,63,24,54,105,1453,0.93,2343,23,0.283,26.26
2015,5,,Seattle Mariners,AL,162,5544,656,1379,262,22,198,624,478,1336,69,45,0.249,0.311,0.411,0.722,6131,36,38,35,123,1484,1.05,2279,31,0.292,28.0
2015,6,,Los Angeles Dodgers,NL,162,5385,667,1346,263,26,187,638,563,1258,59,34,0.25,0.326,0.413,0.739,6090,60,49,30,135,1495,1.1,2222,31,0.292,28.8
2015,7,,Colorado Rockies,NL,162,5572,737,1479,274,49,186,702,388,1283,97,43,0.265,0.315,0.432,0.747,6071,33,44,34,114,1514,1.1,2409,47,0.313,29.96
2015,8,,New York Mets,NL,162,5527,683,1351,295,17,177,654,488,1290,51,25,0.244,0.312,0.4,0.712,6145,68,29,32,130,1410,0.92,2211,42,0.287,31.23
2015,8,,Washington Nationals,NL,162,5428,703,1363,265,13,177,665,539,1344,57,23,0.251,0.321,0.403,0.724,6117,44,55,51,129,1575,1.26,2185,38,0.3,30.67
2015,10,,Los Angeles Angels,AL,162,5417,661,1331,243,21,176,621,435,1150,52,34,0.246,0.307,0.396,0.703,5990,58,37,40,116,1560,1.07,2144,34,0.28,30.78
2015,11,,Texas Rangers,AL,162,5511,751,1419,279,32,172,707,503,1233,101,39,0.257,0.325,0.413,0.738,6187,76,43,54,99,1549,1.1,2278,32,0.3,32.04
2015,12,,Chicago Cubs,NL,162,5491,689,1341,272,30,171,657,567,1518,95,37,0.244,0.321,0.398,0.719,6200,74,32,35,101,1361,1.02,2186,47,0.305,32.11
2015,13,,Cincinnati Reds,NL,162,5571,640,1382,257,27,167,613,496,1255,134,38,0.248,0.312,0.394,0.706,6196,42,47,40,112,1528,1.02,2194,38,0.29,33.36
2015,13,,Tampa Bay Rays,AL,162,5485,644,1383,278,32,167,612,436,1310,87,45,0.252,0.314,0.406,0.72,6071,84,19,47,121,1389,0.95,2226,22,0.3,32.84
2015,15,,Boston Red Sox,AL,162,5640,748,1495,294,33,161,706,478,1148,71,27,0.265,0.325,0.415,0.74,6237,46,30,42,127,1629,1.13,2338,28,0.305,35.03
2015,16,,Minnesota Twins,AL,162,5467,696,1349,277,44,156,661,439,1264,70,38,0.247,0.305,0.399,0.704,6017,40,30,41,133,1501,1.05,2182,31,0.292,35.04
2015,17,,Arizona Diamondbacks,NL,162,5649,720,1494,289,48,154,680,490,1312,132,44,0.264,0.324,0.414,0.738,6276,33,46,57,134,1625,1.23,2341,40,0.316,36.68
2015,18,,Detroit Tigers,AL,161,5605,689,1515,289,49,151,660,455,1259,83,51,0.27,0.328,0.42,0.748,6159,41,23,35,152,1429,0.98,2355,36,0.322,37.12
2015,19,,San Diego Padres,NL,162,5457,650,1324,260,36,148,623,426,1327,82,29,0.243,0.3,0.385,0.685,6019,40,52,42,108,1489,1.06,2100,22,0.292,36.87
2015,20,,Oakland Athletics,AL,162,5600,694,1405,277,46,146,661,475,1119,78,29,0.251,0.312,0.395,0.707,6171,40,14,38,124,1580,1.02,2212,21,0.288,38.36
2015,21,,Milwaukee Brewers,NL,162,5480,655,1378,274,34,145,624,412,1299,84,29,0.251,0.307,0.393,0.7,6024,41,55,34,130,1600,1.24,2155,35,0.303,37.79
2015,22,,Cleveland Indians,AL,161,5439,669,1395,303,29,141,640,533,1157,86,28,0.256,0.325,0.401,0.726,6109,39,47,50,134,1541,1.07,2179,34,0.299,38.57
2015,23,,Pittsburgh Pirates,NL,162,5631,697,1462,292,27,140,661,461,1322,98,45,0.26,0.323,0.396,0.719,6285,89,63,41,115,1624,1.22,2228,46,0.314,40.22
2015,24,,Kansas City Royals,AL,162,5575,724,1497,300,42,139,689,383,973,104,34,0.269,0.322,0.412,0.734,6116,77,34,47,133,1626,1.04,2298,28,0.301,40.11
2015,25,,St. Louis Cardinals,NL,162,5484,647,1386,288,39,137,619,506,1267,69,38,0.253,0.321,0.394,0.715,6139,66,39,42,128,1549,1.14,2163,47,0.303,40.03
2015,26,,Chicago White Sox,AL,162,5533,622,1381,260,27,136,595,404,1231,68,42,0.25,0.306,0.38,0.686,6070,65,30,37,125,1682,1.29,2103,22,0.296,40.68
2015,26,,San Francisco Giants,NL,162,5565,696,1486,288,39,136,663,457,1159,93,36,0.267,0.326,0.406,0.732,6153,49,45,37,142,1688,1.28,2260,30,0.313,40.92
2015,28,,Philadelphia Phillies,NL,162,5529,626,1374,272,37,130,586,387,1274,88,32,0.249,0.303,0.382,0.685,6053,54,53,29,119,1575,1.13,2110,20,0.299,42.53
2015,29,,Miami Marlins,NL,162,5463,613,1420,236,40,120,575,375,1150,112,45,0.26,0.31,0.384,0.694,5988,39,71,40,133,1788,1.47,2096,30,0.307,45.52
2015,30,,Atlanta Braves,NL,162,5420,573,1361,251,18,100,548,471,1107,69,33,0.251,0.314,0.359,0.673,6034,44,67,31,148,1754,1.35,1948,39,0.297,54.2
2016,1,,Baltimore Orioles,AL,162,5524,744,1413,265,6,253,710,468,1324,19,13,0.256,0.317,0.443,0.76,6089,44,17,36,119,1372,0.93,2449,19,0.291,21.83
2016,2,,St. Louis Cardinals,NL,162,5548,779,1415,299,32,225,745,526,1318,35,26,0.255,0.325,0.442,0.767,6223,70,37,41,117,1446,1.0,2453,28,0.294,24.66
2016,3,,Seattle Mariners,AL,162,5583,768,1446,251,17,223,735,506,1288,56,28,0.259,0.326,0.43,0.756,6227,72,24,41,138,1580,1.18,2400,29,0.297,25.04
2016,4,,Toronto Blue Jays,AL,162,5479,759,1358,276,18,221,728,632,1362,54,24,0.248,0.33,0.426,0.756,6233,55,26,40,153,1425,1.02,2333,16,0.289,24.79
2016,5,,New York Mets,NL,162,5459,671,1342,240,19,218,649,517,1302,42,18,0.246,0.316,0.417,0.733,6115,62,35,41,123,1352,0.88,2274,43,0.282,25.04
2016,6,,Tampa Bay Rays,AL,162,5481,672,1333,288,32,216,647,449,1482,60,37,0.243,0.307,0.426,0.733,6046,69,18,28,88,1270,0.88,2333,20,0.293,25.38
2016,7,,Texas Rangers,AL,162,5525,765,1446,257,23,215,746,436,1220,99,36,0.262,0.322,0.433,0.755,6089,70,18,40,114,1490,1.04,2394,23,0.298,25.7
2016,8,,Detroit Tigers,AL,161,5526,750,1476,252,30,211,719,493,1303,58,29,0.267,0.331,0.438,0.769,6127,53,17,38,135,1359,0.94,2421,32,0.312,26.19
2016,9,,Boston Red Sox,AL,162,5670,878,1598,343,25,208,836,558,1160,83,24,0.282,0.348,0.461,0.809,6320,43,8,40,137,1500,1.03,2615,34,0.32,27.26
2016,10,,Colorado Rockies,NL,162,5614,845,1544,318,47,204,805,494,1330,66,39,0.275,0.336,0.457,0.793,6236,40,54,34,113,1513,1.15,2568,35,0.326,27.52
2016,11,,Washington Nationals,NL,162,5490,763,1403,268,29,203,735,536,1252,121,39,0.256,0.326,0.426,0.752,6201,64,48,63,102,1466,0.99,2338,49,0.293,27.04
2016,12,,Minnesota Twins,AL,162,5618,722,1409,288,35,200,690,513,1426,91,32,0.251,0.316,0.421,0.737,6245,44,27,43,96,1401,0.96,2367,24,0.3,28.09
2016,13,,Chicago Cubs,NL,162,5503,808,1409,293,30,199,767,656,1339,66,34,0.256,0.343,0.429,0.772,6335,96,42,37,107,1414,1.0,2359,45,0.302,27.65
2016,14,,Houston Astros,AL,162,5545,724,1367,291,29,198,689,554,1452,102,44,0.247,0.319,0.417,0.736,6204,47,27,31,134,1444,1.08,2310,31,0.298,28.0
2016,15,,Milwaukee Brewers,NL,162,5330,671,1299,249,19,194,641,599,1543,181,56,0.244,0.322,0.407,0.729,6061,37,53,39,131,1439,1.26,2168,34,0.304,27.47
2016,16,,Arizona Diamondbacks,NL,162,5665,752,1479,285,56,190,709,463,1427,137,31,0.261,0.32,0.432,0.752,6260,50,43,38,117,1623,1.33,2446,43,0.315,29.82
2016,17,,Los Angeles Dodgers,NL,162,5518,725,1376,272,21,189,680,525,1321,45,26,0.249,0.319,0.409,0.728,6164,58,30,32,120,1568,1.19,2257,31,0.294,29.2
2016,18,,Cleveland Indians,AL,161,5484,777,1435,308,29,185,733,531,1246,134,31,0.262,0.329,0.43,0.759,6155,49,31,60,137,1431,0.98,2356,16,0.304,29.64
2016,19,,New York Yankees,AL,162,5458,680,1378,245,20,183,647,475,1188,72,22,0.252,0.315,0.405,0.72,6059,42,21,49,121,1516,1.05,2212,19,0.289,29.82
2016,20,,San Diego Padres,NL,162,5419,686,1275,257,26,177,654,449,1500,125,45,0.235,0.299,0.39,0.689,6001,58,36,36,93,1428,1.11,2115,30,0.291,30.62
2016,21,,Oakland Athletics,AL,162,5500,653,1352,270,21,169,634,442,1145,50,23,0.246,0.304,0.395,0.699,6022,33,13,34,142,1473,0.93,2171,19,0.28,32.54
2016,22,,Chicago White Sox,AL,162,5550,686,1428,277,33,168,656,455,1285,77,36,0.257,0.317,0.41,0.727,6131,53,29,44,122,1547,1.13,2275,16,0.304,33.04
2016,23,,Cincinnati Reds,NL,162,5487,716,1403,277,33,164,678,452,1284,139,51,0.256,0.316,0.408,0.724,6094,52,58,44,129,1509,1.08,2238,37,0.303,33.46
2016,24,,Philadelphia Phillies,NL,162,5434,610,1305,231,35,161,574,424,1376,96,45,0.24,0.301,0.384,0.685,5992,58,46,30,112,1534,1.18,2089,33,0.291,33.75
2016,25,,Los Angeles Angels,AL,162,5431,717,1410,279,20,156,686,471,991,73,34,0.26,0.322,0.405,0.727,6041,51,36,49,147,1634,1.1,2197,21,0.289,34.81
2016,26,,Pittsburgh Pirates,NL,162,5542,729,1426,277,32,153,696,561,1334,110,45,0.257,0.332,0.402,0.734,6261,81,41,36,133,1574,1.22,2226,39,0.311,36.22
2016,27,,Kansas City Royals,AL,162,5552,675,1450,264,33,147,640,382,1224,121,35,0.261,0.312,0.4,0.712,6052,45,38,34,134,1581,1.15,2221,23,0.309,37.77
2016,28,,San Francisco Giants,NL,162,5565,715,1437,280,54,130,675,572,1107,79,36,0.258,0.329,0.398,0.727,6271,42,42,46,120,1616,1.08,2215,43,0.299,42.81
2016,29,,Miami Marlins,NL,161,5547,655,1460,259,42,128,626,447,1213,71,28,0.263,0.322,0.394,0.716,6134,54,46,38,140,1660,1.28,2187,40,0.314,43.34
2016,30,,Atlanta Braves,NL,161,5514,649,1404,295,27,122,615,502,1240,75,34,0.255,0.321,0.384,0.705,6192,59,64,52,145,1675,1.28,2119,60,0.305,45.2
2017,1,,New York Yankees,AL,162,5594,858,1463,266,23,241,821,616,1386,90,22,0.262,0.339,0.447,0.786,6354,64,18,56,119,1401,0.99,2498,22,0.304,23.21
2017,2,,Houston Astros,AL,162,5611,896,1581,346,20,238,854,509,1087,98,42,0.282,0.346,0.478,0.824,6271,70,11,61,139,1494,0.98,2681,27,0.309,23.58
2017,3,,Texas Rangers,AL,162,5430,799,1326,255,21,237,756,544,1493,113,44,0.244,0.32,0.43,0.75,6122,81,27,39,110,1346,1.01,2334,18,0.291,22.91
2017,4,,Oakland Athletics,AL,162,5464,739,1344,305,15,234,708,565,1491,57,22,0.246,0.319,0.436,0.755,6126,43,13,40,129,1185,0.79,2381,15,0.294,23.35
2017,5,,Baltimore Orioles,AL,162,5650,743,1469,269,12,232,713,392,1412,32,13,0.26,0.312,0.435,0.747,6140,50,10,37,138,1417,1.01,2458,12,0.306,24.35
2017,6,,Tampa Bay Rays,AL,162,5478,694,1340,226,32,228,671,545,1538,88,34,0.245,0.317,0.422,0.739,6147,55,16,48,115,1320,0.98,2314,33,0.296,24.03
2017,7,,Milwaukee Brewers,NL,162,5467,732,1363,267,22,224,695,547,1571,128,41,0.249,0.322,0.429,0.751,6135,53,42,26,116,1407,1.18,2346,34,0.308,24.41
2017,7,,New York Mets,NL,162,5510,735,1379,286,28,224,713,529,1291,58,23,0.25,0.32,0.434,0.754,6169,57,36,37,118,1347,0.86,2393,31,0.286,24.6
2017,9,,Chicago Cubs,NL,162,5496,822,1402,274,29,223,785,622,1401,62,31,0.255,0.338,0.437,0.775,6283,82,48,32,134,1501,1.18,2403,54,0.302,24.65
2017,10,,Toronto Blue Jays,AL,162,5499,693,1320,269,5,222,661,542,1327,53,24,0.24,0.312,0.412,0.724,6154,51,25,35,153,1476,1.03,2265,12,0.276,24.77
2017,11,,Los Angeles Dodgers,NL,162,5408,770,1347,312,20,221,730,649,1380,77,28,0.249,0.334,0.437,0.771,6191,64,31,38,119,1376,1.0,2362,41,0.293,24.47
2017,12,,Arizona Diamondbacks,NL,162,5525,812,1405,314,39,220,776,578,1456,103,30,0.254,0.329,0.445,0.774,6224,54,39,27,106,1441,1.12,2457,44,0.306,25.11
2017,13,,Cincinnati Reds,NL,162,5484,753,1390,249,38,219,715,565,1329,120,39,0.253,0.329,0.433,0.762,6213,72,50,42,116,1472,1.06,2372,41,0.294,25.04
2017,14,,Washington Nationals,NL,162,5553,819,1477,311,31,215,796,542,1327,108,30,0.266,0.332,0.449,0.781,6214,31,43,45,116,1423,1.01,2495,56,0.311,25.83
2017,15,,Cleveland Indians,AL,162,5511,818,1449,333,29,212,780,604,1153,88,23,0.263,0.339,0.449,0.788,6234,50,23,45,125,1485,1.0,2476,30,0.295,26.0
2017,16,,Minnesota Twins,AL,162,5557,815,1444,286,31,206,781,593,1342,95,28,0.26,0.334,0.434,0.768,6261,46,26,39,105,1375,0.94,2410,26,0.306,26.98
2017,17,,Seattle Mariners,AL,162,5551,750,1436,281,17,200,714,487,1267,89,35,0.259,0.325,0.424,0.749,6166,78,14,35,131,1444,0.99,2351,31,0.3,27.76
2017,18,,St. Louis Cardinals,NL,162,5470,761,1402,284,28,196,728,593,1348,81,31,0.256,0.334,0.426,0.76,6219,65,47,44,139,1427,1.03,2330,36,0.304,27.91
2017,19,,Miami Marlins,NL,162,5602,778,1497,271,31,194,743,486,1282,91,30,0.267,0.331,0.431,0.762,6248,67,50,41,119,1670,1.34,2412,48,0.313,28.88
2017,20,,Kansas City Royals,AL,162,5536,702,1436,260,24,193,660,390,1166,91,31,0.259,0.311,0.42,0.731,6027,45,17,37,160,1431,0.92,2323,19,0.295,28.68
2017,21,,Colorado Rockies,NL,162,5534,824,1510,293,38,192,793,519,1408,59,34,0.273,0.338,0.444,0.782,6201,44,62,41,143,1497,1.23,2455,46,0.332,28.82
2017,22,,San Diego Padres,NL,162,5356,604,1251,227,31,189,576,460,1499,89,33,0.234,0.299,0.393,0.692,5954,53,52,33,99,1331,0.98,2107,20,0.287,28.34
2017,23,,Detroit Tigers,AL,162,5556,735,1435,289,35,187,699,503,1313,65,34,0.258,0.324,0.424,0.748,6150,52,11,27,128,1396,0.96,2355,21,0.306,29.71
